Small Mol HMS LINCS ID	SM Name	Alternative Names	LINCS ID	PubChem CID	Datarecord ID	HMS Dataset ID	Salt ID	ChEMBL ID	ChEBI ID	InChi	InChi Key	SMILES	Molecular Mass	Molecular Formula
HMSL10139-101	AZD-1480		LSM-1140	46861588	145	10139	101	None	None	InChI=1S/C14H14ClFN8/c1-7-3-11(24-23-7)21-13-10(15)6-19-14(22-13)20-8(2)12-17-4-9(16)5-18-12/h3-6,8H,1-2H3,(H3,19,20,21,22,23,24)	PDOQBOJDRPLBQU-UHFFFAOYSA-N	C1(NC(C)C(=NC=C2F)N=C2)=NC(NC(C=C2C)=NN2)=C(C=N1)Cl	348.10	C14H14ClFN8
HMSL10140-101	CYT387		LSM-1141	25062766	146	10140	101	None	None	InChI=1S/C23H22N6O2/c24-10-12-25-22(30)18-3-1-17(2-4-18)21-9-11-26-23(28-21)27-19-5-7-20(8-6-19)29-13-15-31-16-14-29/h1-9,11H,12-16H2,(H,25,30)(H,26,27,28)	ZVHNDZWQTBEVRY-UHFFFAOYSA-N	C1C=C(C=CC=1C(C=CN1)=NC=1NC(=CC=C1N(CCO2)CC2)C=C1)C(NCC#N)=O	414.18	C23H22N6O2
HMSL10141-101	TG 101348		LSM-1142	16722836	147	10141	101	None	None	InChI=1S/C27H36N6O3S/c1-20-19-28-26(30-21-10-12-23(13-11-21)36-17-16-33-14-5-6-15-33)31-25(20)29-22-8-7-9-24(18-22)37(34,35)32-27(2,3)4/h7-13,18-19,32H,5-6,14-17H2,1-4H3,(H2,28,29,30,31)	JOOXLOJCABQBSG-UHFFFAOYSA-N	CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4	524.26	C27H36N6O3S
HMSL10142-101	GSK-1120212	GSK1120212;JTP-74057	LSM-1143	11707110	148	10142	101	None	None	InChI=1S/C26H23FIN5O4/c1-13-22-21(23(31(3)24(13)35)30-20-10-7-15(28)11-19(20)27)25(36)33(17-8-9-17)26(37)32(22)18-6-4-5-16(12-18)29-14(2)34/h4-7,10-12,17,30H,8-9H2,1-3H3,(H,29,34)	LIRYPHYGHXZJBZ-UHFFFAOYSA-N	CC(NC1=CC=CC(N(C(C(C(N2C3CC3)=O)=C(NC4=CC=C(I)C=C4F)N5C)=C(C)C5=O)C2=O)=C1)=O	615.08	C26H23FIN5O4
HMSL10143-101	BMS 777607		LSM-1144	24794418	149	10143	101	None	None	InChI=1S/C25H19ClF2N4O4/c1-2-35-19-10-12-32(16-6-3-14(27)4-7-16)25(34)21(19)24(33)31-15-5-8-18(17(28)13-15)36-20-9-11-30-23(29)22(20)26/h3-13H,2H2,1H3,(H2,29,30)(H,31,33)	VNBRGSXVFBYQNN-UHFFFAOYSA-N	O=C1C(C(NC2=CC=C(C(F)=C2)OC3=CC=NC(N)=C3Cl)=O)=C(OCC)C=CN1C4=CC=C(F)C=C4	512.11	C25H19ClF2N4O4
HMSL10144-101	Olaparib	AZD2281;KU-0059436	LSM-1145	23725625	150	10144	101	None	None	InChI=1S/C24H23FN4O3/c25-20-8-5-15(14-21-17-3-1-2-4-18(17)22(30)27-26-21)13-19(20)24(32)29-11-9-28(10-12-29)23(31)16-6-7-16/h1-5,8,13,16H,6-7,9-12,14H2,(H,27,30)	FDLYAMZZIXQODN-UHFFFAOYSA-N	C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F	434.18	C24H23FN4O3
HMSL10145-102	Veliparib	ABT-888	LSM-1146	11960529	151	10145	102	None	None	InChI=1S/C13H16N4O.2ClH/c1-13(6-3-7-15-13)12-16-9-5-2-4-8(11(14)18)10(9)17-12;;/h2,4-5,15H,3,6-7H2,1H3,(H2,14,18)(H,16,17);2*1H/t13-;;/m1../s1	DSBSVDCHFMEYBX-FFXKMJQXSA-N	Cl[H].Cl[H].C[C@@]1(CCCN1)C1=NC2=CC=CC(C(N)=O)=C2N1	316.09	C13H18Cl2N4O
HMSL10146-101	GSK2126458		LSM-1147	52914946	152	10146	101	None	None	InChI=1S/C25H17F2N5O3S/c1-35-25-24(32-36(33,34)23-5-3-17(26)13-21(23)27)19(8-10-29-25)15-2-4-22-20(12-15)18(7-9-28-22)16-6-11-30-31-14-16/h2-14,32H,1H3	NPPBBAURRJGWEH-UHFFFAOYSA-N	COC1=NC=CC(=C1NS(=O)(=O)C2=C(C=C(C=C2)F)F)C3=CC4=C(C=CN=C4C=C3)C5=CN=NC=C5	505.10	C25H17F2N5O3S
HMSL10147-101	NVP-BKM120		LSM-1148	16654980	153	10147	101	None	None	InChI=1S/C18H21F3N6O2/c19-18(20,21)13-9-15(22)23-11-12(13)14-10-16(26-1-5-28-6-2-26)25-17(24-14)27-3-7-29-8-4-27/h9-11H,1-8H2,(H2,22,23)	CWHUFRVAEUJCEF-UHFFFAOYSA-N	C1(N(CCO2)CC2)=NC(=CC(=N1)N(CCO1)CC1)C1=C(C(F)(F)F)C=C(N=C1)N	410.17	C18H21F3N6O2
HMSL10148-101	XL147	SAR245408	LSM-1149	52914932	154	10148	101	None	None	InChI=1S/C21H16N6O2S2/c1-13-9-11-14(12-10-13)31(28,29)27-21-20(22-15-5-2-3-6-16(15)23-21)24-17-7-4-8-18-19(17)26-30-25-18/h2-12H,1H3,(H,22,24)(H,23,27)	NCUAOBDESQDAII-UHFFFAOYSA-N	CC1=CC=C(C=C1)S(=O)(=O)NC2=NC3=CC=CC=C3N=C2NC4=CC=CC5=NSN=C54	448.08	C21H16N6O2S2
HMSL10149-102	Y39983		LSM-1150	9810884	155	10149	102	None	None	InChI=1S/C16H16N4O.2ClH/c1-10(17)11-2-4-12(5-3-11)16(21)20-14-7-9-19-15-13(14)6-8-18-15;;/h2-10H,17H2,1H3,(H2,18,19,20,21);2*1H/t10-;;/m1../s1	CKFHAVRPVZNMGT-YQFADDPSSA-N	Cl[H].Cl[H].C[C@@H](N)C1=CC=C(C=C1)C(=O)NC1=C2C=CNC2=NC=C1	352.09	C16H18Cl2N4O
HMSL10150-101	AP24534	Ponatinib	LSM-1151	24826799	156	10150	101	None	None	InChI=1S/C29H27F3N6O/c1-20-5-6-22(16-21(20)8-10-25-18-33-27-4-3-11-34-38(25)27)28(39)35-24-9-7-23(26(17-24)29(30,31)32)19-37-14-12-36(2)13-15-37/h3-7,9,11,16-18H,12-15,19H2,1-2H3,(H,35,39)	PHXJVRSECIGDHY-UHFFFAOYSA-N	CC1=C(C=C(C=C1)C(=O)NC2=CC(=C(C=C2)CN3CCN(CC3)C)C(F)(F)F)C#CC4=CN=C5N4N=CC=C5	532.22	C29H27F3N6O
HMSL10151-101	BIBF-1120	Vargatef	LSM-1152	56965894	157	10151	101	None	None	InChI=1S/C31H33N5O4/c1-34-15-17-36(18-16-34)20-27(37)35(2)24-12-10-23(11-13-24)32-29(21-7-5-4-6-8-21)28-25-14-9-22(31(39)40-3)19-26(25)33-30(28)38/h4-14,19,32H,15-18,20H2,1-3H3,(H,33,38)	XZXHXSATPCNXJR-UHFFFAOYSA-N	CN1CCN(CC1)CC(=O)N(C)C2=CC=C(C=C2)NC(=C3C4=C(C=C(C=C4)C(=O)OC)NC3=O)C5=CC=CC=C5	539.25	C31H33N5O4
HMSL10152-101	MK 1775		LSM-1153	24856436	158	10152	101	None	None	InChI=1S/C27H32N8O2/c1-5-13-34-25(36)21-18-28-26(29-19-9-11-20(12-10-19)33-16-14-32(4)15-17-33)31-24(21)35(34)23-8-6-7-22(30-23)27(2,3)37/h5-12,18,37H,1,13-17H2,2-4H3,(H,28,29,31)	BKWJAKQVGHWELA-UHFFFAOYSA-N	CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O	500.26	C27H32N8O2
HMSL10153-101	KIN001-266		LSM-1154	44143370	159	10153	101	None	None	InChI=1S/C26H25Cl2FN8/c1-2-36-7-5-20(6-8-36)37-15-19(34-35-37)14-31-18-9-21-25(33-17-3-4-24(29)22(27)10-17)16(12-30)13-32-26(21)23(28)11-18/h3-4,9-11,13,15,20,31H,2,5-8,14H2,1H3,(H,32,33)	PHNZIIMWDVXPGG-UHFFFAOYSA-N	N#CC1=CN=C2C(Cl)=CC(NCC3=CN(C4CCN(CC)CC4)N=N3)=CC2=C1NC5=CC=C(F)C(Cl)=C5	538.16	C26H25Cl2FN8
HMSL10154-101	AT7867		LSM-1155	11175137	160	10154	101	None	None	InChI=1S/C20H20ClN3/c21-19-7-5-18(6-8-19)20(9-11-22-12-10-20)17-3-1-15(2-4-17)16-13-23-24-14-16/h1-8,13-14,22H,9-12H2,(H,23,24)	LZMOSYUFVYJEPY-UHFFFAOYSA-N	C1CNCCC1(C2=CC=C(C=C2)C3=CNN=C3)C4=CC=C(C=C4)Cl	337.13	C20H20ClN3
HMSL10155-101	KU-60019		LSM-1156	16117018	161	10155	101	None	None	InChI=1S/C30H33N3O5S/c1-19-16-32(17-20(2)37-19)18-28(35)31-23-6-7-27-22(13-23)12-21-4-3-5-25(30(21)39-27)26-14-24(34)15-29(38-26)33-8-10-36-11-9-33/h3-7,13-15,19-20H,8-12,16-18H2,1-2H3,(H,31,35)	SCELLOWTHJGVIC-UHFFFAOYSA-N	CC1CN(CC(O1)C)CC(=O)NC2=CC3=C(C=C2)SC4=C(C=CC=C4C3)C5=CC(=O)C=C(O5)N6CCOCC6	547.21	C30H33N3O5S
HMSL10156-101	JNJ38877605		LSM-1157	46911863	162	10156	101	None	None	InChI=1S/C19H13F2N7/c1-27-11-13(10-23-27)16-6-7-17-24-25-18(28(17)26-16)19(20,21)14-4-5-15-12(9-14)3-2-8-22-15/h2-11H,1H3	JRWCBEOAFGHNNU-UHFFFAOYSA-N	CN1C=C(C=N1)C2=NN3C(=NN=C3C(C4=CC5=C(C=C4)N=CC=C5)(F)F)C=C2	377.12	C19H13F2N7
HMSL10157-101	XL880	GSK1363089;Foretinib	LSM-1158	42642645	163	10157	101	None	None	InChI=1S/C34H34F2N4O6/c1-43-30-20-25-27(21-31(30)45-16-2-13-40-14-17-44-18-15-40)37-12-9-28(25)46-29-8-7-24(19-26(29)36)39-33(42)34(10-11-34)32(41)38-23-5-3-22(35)4-6-23/h3-9,12,19-21H,2,10-11,13-18H2,1H3,(H,38,41)(H,39,42)	CXQHYVUVSFXTMY-UHFFFAOYSA-N	COC1=CC2=C(C=CN=C2C=C1OCCCN3CCOCC3)OC4=C(C=C(C=C4)NC(=O)C5(CC5)C(=O)NC6=CC=C(C=C6)F)F	632.24	C34H34F2N4O6
HMSL10158-101	AZD 5438		LSM-1159	16747683	164	10158	101	None	None	InChI=1S/C18H21N5O2S/c1-12(2)23-13(3)20-11-17(23)16-9-10-19-18(22-16)21-14-5-7-15(8-6-14)26(4,24)25/h5-12H,1-4H3,(H,19,21,22)	WJRRGYBTGDJBFX-UHFFFAOYSA-N	CC1=NC=C(N1C(C)C)C2=NC(=NC=C2)NC3=CC=C(C=C3)S(=O)(=O)C	371.14	C18H21N5O2S
HMSL10159-101	EKB-569	Pelitinib	LSM-1160	216467	165	10159	101	None	None	InChI=1S/C24H23ClFN5O2/c1-4-33-22-12-20-17(11-21(22)30-23(32)6-5-9-31(2)3)24(15(13-27)14-28-20)29-16-7-8-19(26)18(25)10-16/h5-8,10-12,14H,4,9H2,1-3H3,(H,28,29)(H,30,32)	WVUNYSQLFKLYNI-UHFFFAOYSA-N	CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)F)Cl)C#N)NC(=O)C=CCN(C)C	467.15	C24H23ClFN5O2
HMSL10160-101	SB 216763		LSM-1161	176158	166	10160	101	None	None	InChI=1S/C19H12Cl2N2O2/c1-23-9-13(11-4-2-3-5-15(11)23)17-16(18(24)22-19(17)25)12-7-6-10(20)8-14(12)21/h2-9H,1H3,(H,22,24,25)	JCSGFHVFHSKIJH-UHFFFAOYSA-N	CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C(C=C(C=C4)Cl)Cl	370.03	C19H12Cl2N2O2
HMSL10161-101	NVP-AUY922		LSM-1162	53401173	167	10161	101	None	None	InChI=1S/C26H31N3O5/c1-4-27-26(32)24-23(18-7-5-17(6-8-18)15-29-9-11-33-12-10-29)25(34-28-24)20-13-19(16(2)3)21(30)14-22(20)31/h5-8,13-14,16,30-31H,4,9-12,15H2,1-3H3,(H,27,32)	NDAZATDQFDPQBD-UHFFFAOYSA-N	O1N=C(C(=C1C(C=C1C(C)C)=C(O)C=C1O)C(C=CC1CN(CCO2)CC2)=CC=1)C(NCC)=O	465.23	C26H31N3O5
HMSL10162-101	SP600125		LSM-1163	8515	168	10162	101	None	None	InChI=1S/C14H8N2O/c17-14-9-5-2-1-4-8(9)13-12-10(14)6-3-7-11(12)15-16-13/h1-7H,(H,15,16)	ACPOUJIDANTYHO-UHFFFAOYSA-N	C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O	220.06	C14H8N2O
HMSL10163-101	BIX 02189		LSM-1164	None	169	10163	101	None	None	InChI=1S/C27H28N4O2/c1-30(2)17-18-9-8-12-21(15-18)28-25(19-10-6-5-7-11-19)24-22-14-13-20(27(33)31(3)4)16-23(22)29-26(24)32/h5-16,28H,17H2,1-4H3,(H,29,32)	HOMJAAIVTDVQJA-UHFFFAOYSA-N	CN(C)CC1=CC(=CC=C1)NC(=C2C3=C(C=C(C=C3)C(=O)N(C)C)NC2=O)C4=CC=CC=C4	440.22	C27H28N4O2
HMSL10164-101	AZD8330	ARRY-424704;ARRY-704	LSM-1165	16666708	170	10164	101	None	None	InChI=1S/C16H17FIN3O4/c1-9-7-11(15(23)20-25-6-5-22)14(21(2)16(9)24)19-13-4-3-10(18)8-12(13)17/h3-4,7-8,19,22H,5-6H2,1-2H3,(H,20,23)	RWEVIPRMPFNTLO-UHFFFAOYSA-N	C1=C(I)C=C(C(=C1)NC(N(C)C(=O)C1C)=C(C=1)C(=O)NOCCO)F	461.02	C16H17FIN3O4
HMSL10165-101	PF04217903		LSM-1166	17754438	171	10165	101	None	None	InChI=1S/C19H16N8O/c28-7-6-26-12-15(9-22-26)17-10-21-18-19(23-17)27(25-24-18)11-13-3-4-16-14(8-13)2-1-5-20-16/h1-5,8-10,12,28H,6-7,11H2	PDMUGYOXRHVNMO-UHFFFAOYSA-N	C1(N2)N=CC(=NC=1N(N=2)CC(C=CC1N=C2)=CC=1C=C2)C1=CN(N=C1)CCO	372.14	C19H16N8O
HMSL10166-101	BAY61-3606		LSM-1167	10200390	172	10166	101	None	None	InChI=1S/C20H18N6O3/c1-28-15-6-5-12(10-16(15)29-2)14-11-17-22-8-9-26(17)20(24-14)25-19-13(18(21)27)4-3-7-23-19/h3-11H,1-2H3,(H2,21,27)(H,23,24,25)	JWQOJVOKBAAAAR-UHFFFAOYSA-N	O=C(C1=CC=CN=C1NC2=NC(C3=CC=C(OC)C(OC)=C3)=CC4=NC=CN24)N	390.14	C20H18N6O3
HMSL10166-107	BAY61-3606		LSM-1167	None	173	10166	107	1190711	None	InChI=1S/C20H18N6O3.ClH.2H2O/c1-28-15-6-5-12(10-16(15)29-2)14-11-17-22-8-9-26(17)20(24-14)25-19-13(18(21)27)4-3-7-23-19;;;/h3-11H,1-2H3,(H2,21,27)(H,23,24,25);1H;2*1H2	DYCCNOXXTAZETQ-UHFFFAOYSA-N	COC1=C(C=C(C=C1)C2=CC3=NC=CN3C(=N2)NC4=C(C=CC=N4)C(=O)N)OC.O.O.Cl	462.14	C20H23ClN6O5
HMSL10167-101	SB 203580	RWJ 64809;PB 203580	LSM-1168	176155	174	10167	101	None	None	InChI=1S/C21H16FN3OS/c1-27(26)18-8-4-16(5-9-18)21-24-19(14-2-6-17(22)7-3-14)20(25-21)15-10-12-23-13-11-15/h2-13H,1H3,(H,24,25)	CDMGBJANTYXAIV-UHFFFAOYSA-N	CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F	377.10	C21H16FN3OS
HMSL10168-101	VX-745		LSM-1169	3038525	175	10168	101	None	None	InChI=1S/C19H9Cl2F2N3OS/c20-11-2-1-3-12(21)17(11)18-14-5-7-16(25-26(14)9-24-19(18)27)28-15-6-4-10(22)8-13(15)23/h1-9H	VEPKQEUBKLEPRA-UHFFFAOYSA-N	C1=CC(=C(C(=C1)Cl)C2=C3C=CC(=NN3C=NC2=O)SC4=C(C=C(C=C4)F)F)Cl	434.98	C19H9Cl2F2N3OS
HMSL10169-101	BIRB 796	Doramapimod	LSM-1170	156422	176	10169	101	None	None	InChI=1S/C31H37N5O3/c1-22-9-11-23(12-10-22)36-29(21-28(34-36)31(2,3)4)33-30(37)32-26-13-14-27(25-8-6-5-7-24(25)26)39-20-17-35-15-18-38-19-16-35/h5-14,21H,15-20H2,1-4H3,(H2,32,33,37)	MVCOAUNKQVWQHZ-UHFFFAOYSA-N	CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=C(C4=CC=CC=C43)OCCN5CCOCC5	527.29	C31H37N5O3
HMSL10170-101	JNJ 26854165		LSM-1171	60167550	177	10170	101	None	None	InChI=1S/C21H20N4/c1-2-7-21-20(6-1)16(15-24-21)8-13-23-18-4-3-5-19(14-18)25-17-9-11-22-12-10-17/h1-7,9-12,14-15,23-24H,8,13H2,(H,22,25)	JCKLHFMOFAYQHE-UHFFFAOYSA-N	C1C(NCCC(=CN2)C(C=CC3)=C2C=3)=CC(NC(=CC=N2)C=C2)=CC=1	328.17	C21H20N4
HMSL10171-101	TGX221		LSM-1172	9907093	178	10171	101	None	None	InChI=1S/C21H24N4O2/c1-15-12-18(16(2)22-17-6-4-3-5-7-17)21-23-19(13-20(26)25(21)14-15)24-8-10-27-11-9-24/h3-7,12-14,16,22H,8-11H2,1-2H3	CPRAGQJXBLMUEL-UHFFFAOYSA-N	CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4	364.19	C21H24N4O2
HMSL10172-101	GSK1059615		LSM-1173	None	179	10172	101	None	None	InChI=1S/C18H11N3O2S/c22-17-16(24-18(23)21-17)10-11-1-2-15-14(9-11)13(5-8-20-15)12-3-6-19-7-4-12/h1-10H,(H,21,22,23)	QDITZBLZQQZVEE-UHFFFAOYSA-N	C1=CC2=NC=CC(=C2C=C1C=C3C(=O)NC(=O)S3)C4=CC=NC=C4	333.06	C18H11N3O2S
HMSL10173-101	XL765	SAR245409	LSM-1174	49867926	180	10173	101	None	None	InChI=1S/C31H29N5O6S/c1-19-9-10-20(15-28(19)42-4)31(37)33-21-11-13-25(14-12-21)43(38,39)36-30-29(34-26-7-5-6-8-27(26)35-30)32-22-16-23(40-2)18-24(17-22)41-3/h5-18H,1-4H3,(H,32,34)(H,33,37)(H,35,36)	HJSSPYJVWLTYHG-UHFFFAOYSA-N	C1(NC(=O)C(C=C(C2C)OC)=CC=2)=CC=C(C=C1)S(=O)(=O)NC(=NC1=CC2)C(=NC1=CC=2)NC1C=C(C=C(C=1)OC)OC	599.18	C31H29N5O6S
HMSL10174-101	A 769662		LSM-1175	54708532	181	10174	101	512504	None	InChI=1S/C20H12N2O3S/c21-9-14-18(24)17-15(10-26-20(17)22-19(14)25)12-7-5-11(6-8-12)13-3-1-2-4-16(13)23/h1-8,10,23H,(H2,22,24,25)	CTESJDQKVOEUOY-UHFFFAOYSA-N	C1C=C(C(O)=CC=1)C1=CC=C(C=C1)C1C2C(O)=C(C#N)C(NC=2SC=1)=O	360.06	C20H12N2O3S
HMSL10175-101	Sunitinib	Sutent;SU11248	LSM-1176	3086686	182	10175	101	535	None	InChI=1S/C22H27FN4O2/c1-5-27(6-2)10-9-24-22(29)20-13(3)19(25-14(20)4)12-17-16-11-15(23)7-8-18(16)26-21(17)28/h7-8,11-12,25H,5-6,9-10H2,1-4H3,(H,24,29)(H,26,28)/b17-12-	WINHZLLDWRZWRT-ATVHPVEESA-N	CCN(CC)CCNC(=O)c1c(c([nH]c1C)/C=C\2/c3cc(ccc3NC2=O)F)C	398.21	C22H27FN4O2
HMSL10175-106	Sunitinib malate	SU11248;Sutent	LSM-1176	None	183	10175	106	None	None	InChI=1S/C22H27FN4O2.C4H6O5/c1-5-27(6-2)10-9-24-22(29)20-13(3)19(25-14(20)4)12-17-16-11-15(23)7-8-18(16)26-21(17)28;5-2(4(8)9)1-3(6)7/h7-8,11-12,25H,5-6,9-10H2,1-4H3,(H,24,29)(H,26,28);2,5H,1H2,(H,6,7)(H,8,9)/b17-12-;/t;2-/m.0/s1	LBWFXVZLPYTWQI-IPOVEDGCSA-N	O[C@@H](CC(O)=O)C(O)=O.CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C	532.23	C26H33FN4O7
HMSL10176-101	Y-27632		LSM-1177	5711	184	10176	101	None	None	InChI=1S/C14H21N3O/c1-10(15)11-2-4-12(5-3-11)14(18)17-13-6-8-16-9-7-13/h6-12H,2-5,15H2,1H3,(H,16,17,18)	IYOZTVGMEWJPKR-UHFFFAOYSA-N	CC(C1CCC(CC1)C(=O)NC2=CC=NC=C2)N	247.17	C14H21N3O
HMSL10177-101	Brivanib	BMS-540215	LSM-1178	11451527	185	10177	101	None	None	InChI=1S/C19H19FN4O3/c1-10-6-13-14(23-10)4-5-15(17(13)20)27-19-18-12(3)16(26-8-11(2)25)7-24(18)22-9-21-19/h4-7,9,11,23,25H,8H2,1-3H3	WCWUXEGQKLTGDX-UHFFFAOYSA-N	CC1=CC2=C(N1)C=CC(=C2F)OC3=NC=NN4C3=C(C(=C4)OCC(C)O)C	370.14	C19H19FN4O3
HMSL10178-101	OSI-930		LSM-1179	9868037	186	10178	101	None	None	InChI=1S/C22H16F3N3O2S/c23-22(24,25)30-16-7-5-15(6-8-16)28-21(29)20-19(10-12-31-20)27-13-14-9-11-26-18-4-2-1-3-17(14)18/h1-12,27H,13H2,(H,28,29)	FGTCROZDHDSNIO-UHFFFAOYSA-N	C1=CC=C2C(=C1)C(=CC=N2)CNC3=C(SC=C3)C(=O)NC4=CC=C(C=C4)OC(F)(F)F	443.09	C22H16F3N3O2S
HMSL10179-101	ABT-737		LSM-1180	11228183	187	10179	101	None	None	InChI=1S/C42H45ClN6O5S2/c1-46(2)23-22-35(30-55-37-9-4-3-5-10-37)44-40-21-20-38(28-41(40)49(51)52)56(53,54)45-42(50)32-14-18-36(19-15-32)48-26-24-47(25-27-48)29-33-8-6-7-11-39(33)31-12-16-34(43)17-13-31/h3-21,28,35,44H,22-27,29-30H2,1-2H3,(H,45,50)/t35-/m1/s1	HPLNQCPCUACXLM-PGUFJCEWSA-N	O=C(C1=CC=C(C=C1)N2CCN(CC2)CC3=CC=CC=C3C4=CC=C(C=C4)Cl)NS(=O)(C5=CC=C(C([N+]([O-])=O)=C5)N[C@H](CCN(C)C)CSC6=CC=CC=C6)=O	812.26	C42H45ClN6O5S2
HMSL10180-101	CHIR-99021	CT99021;KIN001-157	LSM-1181	9956119	188	10180	101	None	None	InChI=1S/C22H18Cl2N8/c1-13-10-29-21(31-13)17-12-30-22(32-20(17)16-4-3-15(23)8-18(16)24)27-7-6-26-19-5-2-14(9-25)11-28-19/h2-5,8,10-12H,6-7H2,1H3,(H,26,28)(H,29,31)(H,27,30,32)	AQGNHMOJWBZFQQ-UHFFFAOYSA-N	N#CC1=CN=C(NCCNC2=NC=C(C3=NC(C)=CN3)C(C4=CC=C(Cl)C=C4Cl)=N2)C=C1	464.10	C22H18Cl2N8
HMSL10181-101	GDC-0879		LSM-1182	None	189	10181	101	None	None	InChI=1S/C19H18N4O2/c24-10-9-23-12-17(19(21-23)13-5-7-20-8-6-13)15-1-3-16-14(11-15)2-4-18(16)22-25/h1,3,5-8,11-12,24-25H,2,4,9-10H2	DEZZLWQELQORIU-UHFFFAOYSA-N	C1CC(=NO)C2=C1C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)CCO	334.14	C19H18N4O2
HMSL10182-101	ABT-869	Linifanib;AL-39324	LSM-1183	11485656	190	10182	101	None	None	InChI=1S/C21H18FN5O/c1-12-5-10-16(22)18(11-12)25-21(28)24-14-8-6-13(7-9-14)15-3-2-4-17-19(15)20(23)27-26-17/h2-11H,1H3,(H3,23,26,27)(H2,24,25,28)	MPVGZUGXCQEXTM-UHFFFAOYSA-N	CC1=CC(=C(C=C1)F)NC(=O)NC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N	375.15	C21H18FN5O
HMSL10183-101	BGJ398	KIN001-271;NVP-BGJ398	LSM-1184	53235510	191	10183	101	None	None	InChI=1S/C26H31Cl2N7O3/c1-5-34-10-12-35(13-11-34)18-8-6-17(7-9-18)31-21-15-22(30-16-29-21)33(2)26(36)32-25-23(27)19(37-3)14-20(38-4)24(25)28/h6-9,14-16H,5,10-13H2,1-4H3,(H,32,36)(H,29,30,31)	QADPYRIHXKWUSV-UHFFFAOYSA-N	O=C(NC1=C(Cl)C(OC)=CC(OC)=C1Cl)N(C2=NC=NC(NC3=CC=C(N4CCN(CC)CC4)C=C3)=C2)C	559.19	C26H31Cl2N7O3
HMSL10184-101	ON-01910		LSM-1185	None	192	10184	101	None	None	InChI=1S/C21H25NO8S.Na/c1-27-15-10-19(29-3)16(20(11-15)30-4)7-8-31(25,26)13-14-5-6-18(28-2)17(9-14)22-12-21(23)24;/h5-11,22H,12-13H2,1-4H3,(H,23,24);/q;+1/p-1	VLQLUZFVFXYXQE-UHFFFAOYSA-M	COC1=C(C=C(C=C1)CS(=O)(=O)C=CC2=C(C=C(C=C2OC)OC)OC)NCC(=O)[O-].[Na+]	473.11	C21H24NNaO8S
HMSL10185-101	CC-401		LSM-1186	10430360	193	10185	101	None	None	InChI=1S/C22H24N6O/c1-2-9-28(10-3-1)11-12-29-18-6-4-5-16(13-18)21-19-14-17(22-23-15-24-27-22)7-8-20(19)25-26-21/h4-8,13-15H,1-3,9-12H2,(H,25,26)(H,23,24,27)	XDJCLCLBSGGNKS-UHFFFAOYSA-N	C1(C2=CC=CC(OCCN3CCCCC3)=C2)=NNC4=C1C=C(C5=NC=NN5)C=C4	388.20	C22H24N6O
HMSL10186-102	Chelerythrine chloride		LSM-1187	2703	194	10186	102	None	None	InChI=1S/C21H18NO4.ClH/c1-22-10-16-13(6-7-17(23-2)21(16)24-3)14-5-4-12-8-18-19(26-11-25-18)9-15(12)20(14)22;/h4-10H,11H2,1-3H3;1H/q+1;/p-1	WEEFNMFMNMASJY-UHFFFAOYSA-M	C[N+]1=C2C(=C3C=CC(=C(C3=C1)OC)OC)C=CC4=CC5=C(C=C42)OCO5.[Cl-]	383.09	C21H18ClNO4
HMSL10187-101	Ki20227		LSM-1188	57345770	195	10187	101	None	None	InChI=1S/C24H24N4O5S/c1-14(23-12-25-13-34-23)27-24(29)28-17-6-5-15(9-20(17)30-2)33-19-7-8-26-18-11-22(32-4)21(31-3)10-16(18)19/h5-14H,1-4H3,(H2,27,28,29)	ZATITKHAYUKSBY-UHFFFAOYSA-N	O=C(NC(C1=CN=CS1)C)NC2=C(OC)C=C(OC3=CC=NC4=C3C=C(C(OC)=C4)OC)C=C2	480.15	C24H24N4O5S
